QUEST_LV_0200_20150317_000001	Philipas' Soldier	Philip's Soldiers
QUEST_LV_0200_20150401_005630	Did my brother ask you to give this to me?{nl}I'm tired and I don't know why these kind of things keep happening...{nl}But thank you, I appreciate this.	Apakah saudara laki-lakiku yang memintamu memberikannya?{nl}Aku sangat lelah dan tidak mengerti mengapa ini selalu terjadi, terima kasih.
QUEST_LV_0200_20150401_005631	Is it okay now?{nl}Okay then hand it over to Dalius.	Sekarang sudah tidak apa-apa kan?{nl}Serahkan kepada Dalryus.
QUEST_LV_0200_20150401_005632	Are you scared?	Apakah kamu takut?
QUEST_LV_0200_20150401_005633	Strange isn't it? How come the food gets spoiled whenever I cross over there?{nl}Is it because of the smoke?{nl}	Aneh bukan? Bagaimana bisa roti bisa hilang saat aku menyeberang.{nl}Apakah karena asap disana?{nl}
QUEST_LV_0200_20150401_005634	How should I know about it?{nl}If you're going back to my brother, please get rid of those strange things.{nl}I'm too scared to do it myself.	Bagaimana aku mengetahuinya. {nl}Kalau kamu kembali ke saudaraku tolong selidiki hal aneh itu, aku sangat ketakutan makanya aku tidak dapat melakukannya.
QUEST_LV_0200_20150401_005635	If they really are getting spoiled due to the smoke, I wonder what it is...{nl}It can't be good for your health, right?	Kalau makananku hilang karena asap itu, memang apa sebenarnya yang terjadi disana..{nl}Lagipula tidak baik untuk kesehatan kan?
QUEST_LV_0200_20150401_005636	I actually suspected that those round things were making the smoke.{nl}They always said it was created by the baron, and that a harvester like me couldn't possibly know anything about that.	Sebenarnya aku mencurigai benda bundar itu yang mengeluarkan asap.{nl}Tetapi mereka terus mengatakan bahwa benda itu diciptakan oleh sang baron untuk memudahkan panen, jadi bagaimana mungkin aku mengetahuinya.
QUEST_LV_0200_20150401_005637	So did the smoke go away?{nl}That's the first time I've seen such a thing.	Jadi apakah asapnya menghilang?{nl}Ini kali pertama aku melihatnya.
QUEST_LV_0200_20150401_005638	Hello. I am the secretary of Baron Allerno, who is the owner of this place.{nl}There are some things that the baron told me to do, but it's not working well.{nl}I am somewhat tired also.. whenever I come out to the land, I get tired and my body doesn't seem good.{nl}Please help me a bit.	Hai. aku adalah sekretaris baron Areluno, pemilik tempat ini.{nl}Berbagai macam hal ditugaskan padaku, tapi beberapa diantaranya tidak berjalan dengan mulus.{nl}Lagipula aku lelah, setiap kali aku keluar kemari aku kelelahan dan tubuhku sakit.{nl}Tolonglah aku.
QUEST_LV_0200_20150401_005639	Rimas said the crops here not growing well due to the strange energy in this place.{nl}But, since there is no strange energy and the crops are growing well..{nl}Thanks for checking it.	Rimas mengatakan bahwa tanaman disini tidak tumbuh sempurna dikarenakan adanya energi aneh.{nl}Tetapi, semenjak lenyapnya energi aneh itu tanaman kembali tumbuh..{nl}terima kasih telah memeriksanya.
QUEST_LV_0200_20150401_005640	Anyways, I received the report that the strange energy was definitely at the place you took a look at while ago.{nl}I will give the doll and some woods, use them to burn the doll.{nl}You will be prepared for some strange energy that may appear.	Aku menerima laporan bahwa energi aneh berada ditempat yang beberapa waktu lalu kamu selidiki.{nlAku akan memberikan beberapa kayu dan boneka, gunakan untuk membakar bonekanya.{nl}Kamu mesti bersiap menghadapi energi aneh yang mungkin saja muncul.
QUEST_LV_0200_20150401_005641	What? The crops died after doing what you were told to do?{nl}Was the curse of the doll little strong?	Apa? Tanaman mati setelah kamu melakukan apa yang kuminta?{nl}Apakah kutukan boneka itu teramat kuat?
QUEST_LV_0200_20150401_005643	Are you the Revelator? {nl}I don't care about that, I am a bit busy right now so could you help my task?	Apakah kamu sang Savior? {nl}Aku tidak peduli mengenai hal itu, Aku cukup sibuk saat ini jadi bisakah kamu membantu dalam tugasku?
QUEST_LV_0200_20150401_005644	There are some magic circles around here that we put after receiving the order of Baron Allerno.{nl}The magic circle blocks the strange energy in this region and supplies the magical power onto this generator.{nl}But, since the power of the magic circle is weak, we need to enhance it.	Atas perintah Baron Areluno kami telah memasang  berbagai pagar magis disekitar sini.{nl}Pagar magis akan menghalangi energi aneh di daerah ini dan mensuplai kekutan magis ke generator ini.{nl}Tetapi, karena kekuatan pagar magis melemah, kita harus menperkuatnya kembali.
QUEST_LV_0200_20150401_005645	{nl}The true Revelator would find the way to enhance the magic circle just by looking at it.{nl}Take the bottles since you may need them.	{nl}Sang Savior sejati pasti dapat mencari cara memperkuat pagar magis hanya dengan melihatnya.{nl}Bawalah botol ini siapa tahu kamu akan memerlukannnya.
QUEST_LV_0200_20150401_005646	The power generator works by using the grains that are piled up at the storage over there.{nl}That's why I needed them a lot.	Kekuatan generator bekerja dengan menggunakan butiran-butiran yang bertumpuk di gudang sebelah sana.{nl}Maka itu aku sangat membutuhkannya.
QUEST_LV_0200_20150401_005647	{nl}The tenants are cooperating with us without any resistance.{nl}.. Anyways, I am worried since that storage gets attacked by the monsters frequently these days.{nl}I guess that's not strange since we piled up the grains like that.	{nl}Para penyewa tanah bekerjasama tanpa penolakan.{nl}.. Hmm, tetapi aku menjadi kuatir karena gudang itu seringkali diserang para monster.{nl}Kuharap itu bukan hal aneh karena kita yang menumpuk butiranna sembarangan.
QUEST_LV_0200_20150401_005648	I can only say it's the power generator that helps the important gate which connects the two places to be stayed open.	Aku hanya bisa berkata bahwa power generator yang membantu gerbang penting menghubungkan dua tempat agar selalu terbuka.
QUEST_LV_0200_20150401_005650	What is that? Is that the head part of the sculpture? Give it to me. I got something to check.	Apa itu? Apa kepala itu merupakan bagian dari patung? Berikan padaku. Aku harus memeriksanya
QUEST_LV_0200_20150401_005651	This is the upper body part of the sculpture. Give it to me.	Ini adalah bagian paling atas dari patung. Berikan padaku.
QUEST_LV_0200_20150401_005652	That's the lower body part of the sculpture..?{n}Give it to me	Apakah itu merupakan bagian terbawah dari patung..?{n}Berikan padaku
QUEST_LV_0200_20150401_005653	They are the wings of the sculpture.. Can you give them to me?	Terdapat sayap pada patung.. Dapatkah kamu menunjukkannya padaku?
QUEST_LV_0200_20150401_005654	Thank you for saving me.{nl}I am going to return now.	terima kasih telah menyelamatkanku.{nl}Aku akan kembali sekarang.
QUEST_LV_0200_20150401_005655	No matter how many times you ask, there are not many things I can tell you. {nl}But, where did the villagers go? I don't see any familiar faces..	Walaupun kamu menanyakan hal lain padaku, banyak sekali hal yang tidak dapat kukatakan padamu lagi. {nl}Tetapi, kemanakah penduduk desa pergi? Aku tidak dapat menemukan wajah yang kukenali disini..
QUEST_LV_0200_20150401_005656	What? A person came out from the sack? What the hell?{nl}I really don't know anything. How could I know anything? I came from a different farm.{nl}	Apa? Seseorang muncul dari dalam karung? Aneh sekali?{nl}Aku sama sekali tidak mengetahui apapun. Bagaimana aku bisa tahu? Aku datang dari pertanian yang berbeda.{nl}
QUEST_LV_0200_20150401_005657	You've done a good job.{nl}I will report separately, so just go on your way.	Selamat.{nl}Aku akan melaporkan ini jadi selamat berpisah.
QUEST_LV_0200_20150401_005658	This land is too infertile and the monsters have taken all the seeds.{nl}Can you find the seeds that the monsters took?	Tanah disini agak tandus dan para monster juga telah mengambil semua benih.{nl}Tolong bantu aku menemukan benih yang diambil para monster?
QUEST_LV_0200_20150401_005659	You haven't gotten enough of the seeds back yet.{nl}I am sorry, but can you get me some more?	Jumlah benih yang kamu kumpulkan belum cukup.{nl}Aku minta maaf, tetapi dapat kamu mendapatkannya lagi?
QUEST_LV_0200_20150401_005660	I put them well in small bags.{nl}I think the monsters who took them ran away to Tvora Road.	Aku meletakkan mereka di dalam kantung.{nl}Aku pikir para monster yang mengambilnya melarikan diri ke Tuvora Highway.
QUEST_LV_0200_20150401_005661	If I ask the baron to give me seeds again, he may hit me. {nl}The soldiers can't say anything to the baron either.	Jika sang baron memintaku untuk memberi benih lagi, dia mungkin mengenaiku. {nl}Para tentara tidak dapat mengatakan apapun juga ke sang baron.
QUEST_LV_0200_20150401_005662	Oh, yes. This is it.{nl}Unfortunately, this isn't all that was taken.	Oh, ya. Ini dia.{nl}Namun, belum semuanya terkumpul.
QUEST_LV_0200_20150401_005663	Now we have enough seeds. {nl}Thank you so much.	Sekarang kita sudah memiliki cukup benih. {nl}Terima kasih banyak.
QUEST_LV_0200_20150401_005664	Where did Manticen hide?{nl}It's about the time that I should feed him.	Kemanakah Mentiken bersembunyi{nl}Sekaranglah waktunya aku memberinya makan.
QUEST_LV_0200_20150401_005665	{nl}Hmm? Are you new here?{nl}Then you should help my task.{nl}Please find the Manticen who ran away with the food.{nl}He may be near the brewery. I will search that side.	{nl}Hmm? Apakah kamu orang baru disini?{nl}Maka kamu mesti membantuku.{nl}Tolong temukan Mentiken yang lari dengan makanan.{nl}Dia mungkin berada di dekat brewery. Aku akan mencari sisi lainnya.
QUEST_LV_0200_20150401_005666	I am doing many tasks that the baron told me to do.{nl}Well.. something like feeding..	Aku melakukan banyak hal yang ditugaskan baron padaku.{nl}Yah.. Hal seperti memberikan makan..
QUEST_LV_0200_20150401_005667	If you find it, throw this meat to lure it.	Kalau kamu menemukannya, lemparkan daging ini untuk memancingnya.
QUEST_LV_0200_20150401_005668	Hmm? You defeated it since it was trying eat humans?{nl}Ah.. okay..{nl}Okay. I will report to the baron.	Hmm? Karena dia ingin memakan manusia maka kamu mengalahkannya?{nl}Ah.. oke..{nl}Oke. Aku akan melaporkannya kepada sang baron.
QUEST_LV_0200_20150401_005669	Somehow, I came up front.{nl}It's embarassing.{nl}I am just a tennant here.	Mengapa aku berada didepan.{nl}Rada memalukan.{nl}Aku hanya penyewa disini.
QUEST_LV_0200_20150401_005670	We can make lots of weapons with the leather and the stonese.{nl}Right now, we don't have enough leather.	Kami dapat membuat banyak senjata dengan leather dan stonese.{nl}Namun saat ini kami tidak memiliki cukup leather.
QUEST_LV_0200_20150401_005671	The monsters are perfect to get the materials.{nl}You can also get the leathers from the monsters.	Para monsters merupakan sumber material.{nl}Kamu dapat mendapatkannya dari mereka.
QUEST_LV_0200_20150401_005672	Now we should collect some poison.{nl}It will be used diversely.	Kini kita mesti mengumpulkan beberapa poison.{nl}Penggunaannya akan dipisah.
QUEST_LV_0200_20150401_005673	{nl}My grandmother taught me this method.{nl}It is the method to obtain some specific substancees from the things nearby.	{nl}Nenekku mengajarkan metode ini.{nl}Metode ini dapat digunakan untuk memperoleh material tertentu dari benda disekitar.
QUEST_LV_0200_20150401_005674	The farming tools are used to crave the land so they can be also used as weapons.{nl}But, we definitely need the cooperation from the tenant famers..	Peralatan pertanian dipakai untuk menggali tanah jadi mereka pun dapat dipakai sebagai senjata.{nl}Tetapi, kita mesti memperoleh ijin dari petani penyewa..
QUEST_LV_0200_20150401_005675	Please extract some Nioles from there.{nl}Niole is a thankful flower.{nl}You can make soups with the grains and they can also be used as herbs.	Tolong dapatkan beberapa Nioles dari sana.{nl}Niole adalah bunga penuh kegunaan.{nl}Kamu dapat membuat sup dengan butiran gandum dan mereka pun dapat digunakan sebagai obat.
QUEST_LV_0200_20150401_005676	The problem is that the food storage often gets attacked by the monsters.{nl}I have a colleague who is protecting there, but it's always dangerous.{nl}Could you help me a bit?	Masalahnya gudang makanan seringkali diserang oleh para monsters.{nl}Aku memiliki rekan yang mengawal disana, tetapi sangat berbahaya.{nl}Dapatkah kamu menolongku?
QUEST_LV_0200_20150401_005677	The food storage is at Vinoga Brewery.	Gudang makanan berada di Vinoga Brewery.
QUEST_LV_0200_20150401_005678	I am counting on your help with the storage.	Aku mengandalkanmu menjaga di sana
QUEST_LV_0200_20150401_005679	I am working for that day.	Aku bekerja pada hari itu.
QUEST_LV_0200_20150401_005680	You've defeated all the monsters that were attacking the storage!{nl}Thanks.{nl}As we were about to attack, the storage keeper hid well since you helped.{nl}I should tell him to protect the storage well.	Kamu telah mengalahkan semua monsters yang menyerang gudang makanan!{nl}terima kasih.{nl}Karena kami segera akan melakukan penyerangan, sang penjaga gudang bersembunyi.{nl}Aku mesti menegurnya untuk lebih menjaga gudang dengan baik.
QUEST_LV_0200_20150401_005681	Are you the Revelator?{nl}I often hear your stories even when I am in this kind of rural area.{nl}I am removing the magic circles that are stuck in the tenants' farm.	Apakah kamu sang Savior?{nl}Aku sudah sering mendengar tentangmu walaupun aku berada di tempat yang terpencil ini.{nl}Aku melepaskan pagar magis yang tersangkut di pertanian ini.
QUEST_LV_0200_20150401_005682	{nl}We are doing this kind of tasks to help Horacius.{nl}Of course, I am doing the tasks for me as well.	{nl}Kami melakukan tugas seperti ini untuk menolong Horaceus.{nl}Tentu, aku pun melakukannya juga untuk diriku sendiri.
QUEST_LV_0200_20150401_005683	I've doing this job til now..{nl}Now, we have about 3 left.	Aku telah melaksananakannya hingga saat ini..{nl}Tinggal tersisa 3 saja.
QUEST_LV_0200_20150401_005684	The seal magic circle that was discovered in the fallow ground.. We should eliminate them.{nl}I can't break them since they have protective barrier.{nl}I will give you the stone of the blessing so try to break it by throwing this.{nl}	Segel pagar magis ditemukan di tanah kosong.. Kami mesti memusnahkannya.{nl}Aku tidak dapat menghancurkannya karena terdapat pelindung magis.{nl}Aku akan memberikan blessing stone jadi coba hancurkan dengan melemparkan batu ini.{nl}
QUEST_LV_0200_20150401_005685	There's a magic circle at the entrance of Tarvas.{nl}You should break that first.{nl}But the monsters always disturb it..	Terdapat magic field di gerbang Tarvas.{nl}Kamu harus menghancurkannya pertama kali.{nl}Tetapi para monsters selalu mengganggunya..
QUEST_LV_0200_20150401_005686	Now we are almost done!{nl}Thank you so much!	Kini tugas kami hampir selesai!{nl}Terima kasih banyak!
QUEST_LV_0200_20150401_005687	It seems that the pieces that he gave to me belong to the statue of the Goddess.{nl}This must be.. the trace of those barons manipulating something on this ground and breaking it afterwards.{nl}You who collected these..	Tampaknya benda yang diberikannya adalah bagian dari statue of the Goddess .{nl}Ini pasti adalah.. Jejak para baron yang memanipulasi sesuatu di tanah ini lalu menghancurkannya.{nl}Tolong kumpulkan..
QUEST_LV_0200_20150401_005688	I am collecting the traces here.{nl}I can't tell you in details, but I am preparing for something big.{nl}To do that, I need to persuade the tenant farmers.{nl}So I am collecting those.	Aku mengumpulkan jejak disini.{nl}Aku tidak dapat memberitahumu lebih jauh, tetapi aku tengah mempersiapkan suatu yang besar.{nl}Aku mesti bisa membujuk para petani disini untuk melakukan itu.{nl}Maka aku mengumpulkannya.
