QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20150923_007965	The treasure chest was empty!{nl}Right-click on the treasure map and look for the next location!	Treasure chest itu kosong!{nl} Klik kanan pada treasure map dan cari pada lokasi berikutnya!
QUEST_LV_0100_20150923_007966	The treasure chest appeared!{nl}Avoid the interruptions from monsters and check what's inside the chest!	Treasure chest terlihat!{nl} Hindari gangguan dari monster dan periksa apa yang di dalam treasure chest!
QUEST_LV_0100_20150923_007967	You've failed to find the treasure of the Stonemason family!{nl}Pipoti disappeared, but you will have a chance to meet him again!	Kamu telah gagal menemukan treasure of the Stonemason family!{nl} Pipoti menghilang, tetapi Kamu akan berkesempatan untuk bertemu dengannya lagi!
QUEST_LV_0100_20150923_007968	You've found Varkis' Research Materials!{nl}Give it to Varkis!	Kamu telah menemukan Varkis' Research Materials!{nl} Berikan itu kepada Varkis!
QUEST_LV_0100_20150923_007969	Varkis is in danger! Defeat Lithorex and save him!	Varkis dalam bahaya! Kalahkan Lithorex dan selamatkan ia!
QUEST_LV_0100_20150923_007970	Unfortunately, Varkis passed away{nl}Take his Research Materials to Varkis' camp	Sayangnya, Varkis telah meninggal{nl} Bawa Research Materialnya ke Camp Varkis.
QUEST_LV_0100_20150923_007971	It is written that the next document is hidden on the way to the Neck Cliff of Snake!	Itu tertulis pada dokumen berikutnya yang tersembunyi di dalam perjalanan menuju Neck Cliff of Snake!
QUEST_LV_0100_20150923_007972	Looking for the documents Varkis hid	Mencari dokumen yang Varkis sembunyikan
QUEST_LV_0100_20150923_007973	Suddenly, an Unknocker appeared!{nl}The Unknocker may have the documents, so defeat it!	Tiba-tiba, Unknocker muncul!{nl} Unknocker mungkin memiliki dokumennya, jadi kalahkan ia!
QUEST_LV_0100_20150923_007974	It is written that the next document is hidden at Apatinis Cliff	Ada tertulis bahwa dokumen berikutnya tersembunyi di Apati Cliff
QUEST_LV_0100_20150923_007975	Varkis' Spirit disappeared after leaving the completed documents!	Varkis' Spirit menghilang setelah meninggalkan dokumen yang lengkap!
QUEST_LV_0100_20150923_007976	Give the Sappers Master's item to people of Klaipeda!	Sampaikanlah benda milik Sapper Master kepada orang-orang Klaipeda!
QUEST_LV_0100_20150923_007977	Collect a donation and deliver it to the Cleric Master!	Kumpulkan donasi, dan berikanlah kepada Cleric Master!
QUEST_LV_0100_20150923_007978	Cure the patient in Siauliai Miners' Village!	Sembuhkanlah pasien dari Syaullei Mine Village!
QUEST_LV_0100_20150923_007979	The cat is showing interest!	Kucing memperlihatkan rasa tertarik!
QUEST_LV_0100_20150923_007980	Put the Sun Essence on the spot that Chapparition was guarding	Taruhlah dengan baik Sun Pot pada tempat yang dijaga oleh Chapparition!
QUEST_LV_0100_20150923_007981	The barrier stone that is blocking the closed area is collapsing!	Barrier stone yang menghalangi closed area telah runtuh!
QUEST_LV_0100_20150923_007982	Ginklas appeared after finishing the recording!{nl}Defeat Ginklas!	Ginklas muncul setelah selesai menyalin!{nl} Kalahkan Ginklas!
QUEST_LV_0100_20150923_007983	Checking the Purifier	Memeriksa Purifier
QUEST_LV_0100_20150923_007984	Some parts of the Purifier are missing!{nl}Look for the parts from the Vubbes that have question marks above their heads!	Beberapa parts dari Purifier menghilang!{nl}Carilah parts dari Vubbes yang memiliki tKamu tanya di atas kepala mereka!
QUEST_LV_0100_20150923_007985	The repair is done!{nl}The Entrance Purifier is working again!	Perbaikan telah selesai!{nl}Entrance Purifier bekerja kembali!
QUEST_LV_0100_20150923_007986	You've repaired all the Purifiers!{nl}Meet Vaidotas at 3F!	Kamu sudah memperbaiki semua Purifier!{nl} Temui Vaidotas di 3F!
QUEST_LV_0100_20150923_007987	Opening the Valve	Membuka Katup
QUEST_LV_0100_20150923_007988	It seems that an important device is broken{nl}Use the Mine Compass to look for anything that could replace the broken device	Tampaknya device pentingnya telah rusak{nl} Gunakan Mine Compass untuk mencari sesuatu yang dapat menggantikan device yang rusak
QUEST_LV_0100_20150923_007989	The Mine Compass is pointing at District 4{nl}Go to District 4 and look for the spare part	Mine Compass mengarah ke District 4{nl} Pergi ke Distrik 4 dan cari spare partnya.
QUEST_LV_0100_20150923_007990	Defeat the Bearkaras that appeared in front of the Spare Purifier!	Kalahkan Bearkaras yang muncul di depan Spare Purifier!
QUEST_LV_0100_20150923_007991	Changing the Part	Ganti Partnya
QUEST_LV_0100_20150923_007992	Repaired the Central Purifier!{nl}The Purifier is working again!	Perbaiki Central Purifier!{nl} Purifier akan bekerja kembali!
QUEST_LV_0100_20150923_007993	It seems that an important part is missing{nl}Use the Mine Compass to look for the part	Tampaknya part pentingnya telah hilang{nl} Gunakan Mine Compass untuk mencari partnya
QUEST_LV_0100_20150923_007994	The Mine Compass is pointing at District 6{nl}Look for the part at District 6	Mine Compass mengarah ke District 6{nl} Carilah partnya di District 6
QUEST_LV_0100_20150923_007995	The Mine Compass is pointing at District 6{nl}Go to District 6 and look for the part	Mine Compass mengarah ke District 6{nl} Pergi ke District 6 dan cari partnya
QUEST_LV_0100_20150923_007996	The Mine Compass is pointing at the Specter Monarch!{nl}Defeat Specter Monarch to retrieve the part!	Mine Compass mengarah ke Specter Monarch!{nl} Kalahkan Spectre Monarch untuk mendapatkan partnya!
QUEST_LV_0100_20150923_007997	You have found the part!{nl}Return to the Passsage Purifier and repair it!	Kamu telah menemukan partnya!{nl} Kembali ke Purifier di hallway dan perbaiki!
QUEST_LV_0100_20150923_007998	Repaired the Purifier at the hallway!{nl}The Purifier is working again!	Perbaiki Purifier di hallway!{nl} Purifier akan bekerja kembali!
QUEST_LV_0100_20150923_007999	It seems that there is a problem with the valve{nl}Inspect the valve at District 3	Tampaknya ada masalah pada katupnya{nl} Periksa katup di District 3
QUEST_LV_0100_20150923_008000	You have opened the shut valve{nl}Return to the Circulation Purifier	Kamu telah membuka katup yang tertutup{nl} Kembali ke Circulation Purifier
QUEST_LV_0100_20150923_008001	Activating the Purifier	Mengaktifkan Purifier
QUEST_LV_0100_20150923_008002	The Purifier is still not working{nl}Inspect the Purifier at District 2	Purifier masih tidak bekerja{nl} Periksa Purifier di District 2
QUEST_LV_0100_20150923_008003	Defeat the Carapace that is blocking the way to the valve!	Kalahkan Carapace yang menghalangi jalan ke arah katup!
QUEST_LV_0100_20150923_008004	You have defeated the Carapace interrupting you{nl}Inspect the Purifier at District 2	Kamu telah mengalahkan Carapace yang mengganggu Kamu{nl} Periksa Purifier di District 2
QUEST_LV_0100_20150923_008005	You have opened the purifier's valve{nl}Return to the Circulation Purifier and activate it again	Kamu telah membuka katupnya{nl} Kembali ke Circulation Purifier dan aktifkan lagi.
QUEST_LV_0100_20150923_008006	The Circulation Purifier is working again!	Circulation Purifier bekerja kembali!
QUEST_LV_0100_20150923_008007	Power is not being supplied appropriately{nl}Use the Mine Compass	Daya yang di supply tidak sesuai{nl} Gunakan Mine Compass
QUEST_LV_0100_20150923_008008	The Mine Compass is pointing at District 4{nl}Inspect the Magic Supply Device at District 4	Mine Compass mengarah ke District 4{nl} Periksa magic supplier di District 4
QUEST_LV_0100_20150923_008009	The Magic Supply Device is not working since it got rusty{nl}Use the Mine Compass to look for a way to remove the rust	Magic supplier tidak bekerja karena berkarat{nl} Gunakan Mine Compass untuk mencari cara untuk menghilangkan karat.
QUEST_LV_0100_20150923_008010	The Mine Compass is still pointing at District 4{nl}Go around District 4 and look for a way to remove the rust	Mine Compass masih mengarah ke District 4{nl} Pergi ke sekitar District 4 dan cari cara untuk menghilangkan karat.
QUEST_LV_0100_20150923_008011	Applying the Oil	Memberikan Minyak
QUEST_LV_0100_20150923_008012	The Magic Supply Device has been fixed{nl}Activate the Auxiliary Purifier	Magic supplier telah diperbaiki{nl} Aktifkan Secondary Purifier
QUEST_LV_0100_20150923_008013	The Auxiliary Purifier is working again	Secondary Purifier telah bekerja kembali
QUEST_LV_0100_20150923_008014	It seems that a part of the Purifier is missing{nl}Use the Mine Compass to look for the part	Tampaknya part dari Purifier hilang{nl} Gunakan Mine Compass untuk mencari partnya
QUEST_LV_0100_20150923_008015	The Mine Compass is pointing at District 6{nl}Look for the parts at District 6	Mine Compass mengarah ke District 6{nl} Cari partnya di District 6
QUEST_LV_0100_20150923_008016	Defeat the Stone Whale disturbing your search for parts!	Kalahkan Stone Whale yang mengganggu pencarian Kamu untuk mencari part!
QUEST_LV_0100_20150923_008017	Collecting the Parts	Kumpulkan Part
QUEST_LV_0100_20150923_008018	You've found the parts of the Purifier{nl}Repair the Main Purifier and activate it	Kamu telah menemukan part-part dari Purifier{nl} Perbaiki Main Purifier dan aktifkan.
QUEST_LV_0100_20150923_008019	Repaired the Main Purifier!{nl}The Main Purifier is working again!	Perbaiki Main Purifier!{nl} Main Purifier bekerja kembali!
QUEST_LV_0100_20150923_008020	Bonfire lit up	Bonfire menyala
QUEST_LV_0100_20150923_008021	The new stone pole has appeared{nl}Obtain the artifact by destroying the stone pole within the time frame	New stone pole telah muncul{nl} Dapatkan artifact dengan menghancurkan stone pole dalam jangka waktu tertentu.
QUEST_LV_0100_20150923_008022	Collecting the stones from the pole	Kumpulkan batu-batu dari tiang itu
QUEST_LV_0100_20150923_008023	Suddenly, a Shnayim rushed in!	Tiba-tiba, Shnayim menerobos masuk!
QUEST_LV_0100_20150923_008024	You need poison from monsters to amplify the energy of the stones!	Kamu perlu poison dari para monster untuk memperkuat energi dari batuan!
QUEST_LV_0100_20150923_008025	Releasing Vaidotas	Melepaskan Vaidotas
QUEST_LV_0100_20150923_008026	Persuade the spirit that is heading towards Amolallul Hill{nl}and guide it to the Sad Owl Sculpture!	Membujuk spirit yang menuju Amolallul Hill{nl} dan membimbing mereka ke Sad Owl Sculpture!
QUEST_LV_0100_20150923_008027	Defeat the Golem that suddenly appeared!	Kalahkan Golem yang tiba-tiba muncul!
QUEST_LV_0100_20150923_008028	You've defeated Grey Golem!	Kamu telah mengalahkan Grey Golem!
QUEST_LV_0100_20150923_008029	You can feel a great vibration!	Kamu merasakan getaran yang hebat!
QUEST_LV_0100_20150923_008030	Defeat Chafer!	Kalahkan Chafer!
QUEST_LV_0100_20150923_008031		Kamu dapat memeriksa skill Kamu dengan menekan 'F3'
QUEST_LV_0100_20150923_008032	Biteregina has appeared after you removed the hive!{nl}Defeat Biteregina!	Biteregina muncul setelah Kamu melenyapkan sarangnya!{nl} Kalahkan Biteregina!
QUEST_LV_0100_20150923_008033	The 1st floor of the Tenet Church has been sealed by Gesti's powers.{nl}Find the way to go up to the first floor through the basement!	1st floor dari Tenet Church telah disegel oleh kekuatan Gesti.{nl} Cari cara untuk menuju ke first floor melalui basement!
QUEST_LV_0100_20150923_008034	Restoring the Monument	Memulihkan Monumen
QUEST_LV_0100_20150923_008035	You've obtained 1 Status Point from the artifacts of Ruklys!	Mendapatkan Stat Point 1 sebagai Ruklys' Herritage!
QUEST_LV_0100_20150923_008036	You are enlightened after checking what was written on the tombstones of Lydia Schaffen{nl}You have acquired 1 Status Point!	Kamu mendapat pencerahan setelah memeriksa apa yang tertulis di tombstones Lydia Schaffen{nl} Kamu mendapatkan 1 Status Point!
QUEST_LV_0100_20150923_008037	Preparing a live sacrifice	Mempersiapkan live sacrifice
QUEST_LV_0100_20150923_008038	Talking	Bicara
QUEST_LV_0100_20150923_008039	Stop the Guardians from destroying the Royal Mausoleum!	Hentikan Guardians menghancurkan Royal Tomb!
QUEST_LV_0100_20150923_008040	It seems that the Royal Mausoleum will collapse soon!{nl}Stop the Guardians attacking it!	Tampaknya Royal Tomb akan segera runtuh!{nl} Hentikan Guardian yang menyerangnya!
QUEST_LV_0100_20150923_008041	You can hear someone crying out!	Kamu mendengar seseorang menangis!
QUEST_LV_0100_20150923_008042	Placing the Soul Pot	Meletakkan Soul Pot
QUEST_LV_0100_20150923_008043	A portal to the entrance to the Royal Mausoleum has been opened!	Sebuah portal menuju pintu masuk ke Royal Tomb telah terbuka!
QUEST_LV_0100_20150923_008044	Charging Power	Mengisi tenaga
QUEST_LV_0100_20150923_008045	Handing over the activating stones	Menyerahkan activating stones
QUEST_LV_0100_20150923_008046	The Guardian of the Royal Family Treasure opened its mouth	Guardian dari Royal Family Treasure membuka mulutnya
QUEST_LV_0100_20150923_008047	Destroy the corrupted stone lantern!	Hancurkan corrupted stone lantern!
QUEST_LV_0100_20150923_008048	This isn't the only stone lantern{nl}Find the other corrupted stone lanterns and destroy them	Ini bukan satu-satunya stone lantern{nl} Cari corrupted stone lanterns lain dan hancurkan mereka.
QUEST_LV_0100_20150923_008049	Obtaining the marks' power	Memperoleh marks' power
QUEST_LV_0100_20150923_008050	Wheelen's powerful energy is surrounding your body	Energi yang kuat dari Wheelen menyelimuti tubuh Kamu
QUEST_LV_0100_20150923_008051	Defeat the Guardian attacking the Royal Mausoleum!	Kalahkan Guardian yang menyerang Royal Tomb!
QUEST_LV_0100_20150923_008052	It's a trap! Defeat the monsters that are rushing in!	Ini perangkap! Kalahkan para monster yang menerobos masuk!
QUEST_LV_0100_20150923_008053	You didn't find anything!	Kamu tidak menemukan apapun!
QUEST_LV_0100_20150923_008054	As you activated the device, the portal has opened!{nl}Check the location of the portal from the map!	Ketika Kamu mengaktifkan device, portal telah terbuka!{nl} Periksa lokasi portal pada map!
QUEST_LV_0100_20150923_008055	Follow Rexipher and go to Royal Mausoleum 3F!	Ikuti Rexipher dan pergi ke Royal Tomb 3F!
QUEST_LV_0100_20150923_008056	You came back with the Hogma Teeth, but Rexipher is not around!	Telah kembali mendapatkan Hogma Tooth, tetapi bentuk dari Rexipher tidak terlihat!
QUEST_LV_0100_20150923_008057	You should reach Gedulah Altar before Rexipher!	Kamu harus sampai ke Gedulah Altar sebelum Rexipher!
QUEST_LV_0100_20150923_008058	Activating the Device	Mengaktifkan Device
QUEST_LV_0100_20150923_008059	It's an empty box	Kotak kosong
QUEST_LV_0100_20150923_008060	Removing the Restraining Sphere	Melepaskan Restraining Sphere
QUEST_LV_0100_20150923_008061	Use the portal to move to Gate of the Great King	Gunakan portal untuk pergi ke Gate of the Great King
QUEST_LV_0100_20150923_008062	Use the cable car to move to across Zvelgian Vacant Lot	Gunakan Gondola untuk pergi menyeberang ke Zvelgian Vacant Lot
QUEST_LV_0100_20150923_008063	Purify the Holy Pond	Memurnikan Holy Pond
QUEST_LV_0100_20150923_008064	Purifying	Memurnikan
QUEST_LV_0100_20150923_008065	The portal is not working	Portal ini tidak bekerja
QUEST_LV_0100_20150923_008066	Find the village elder at Vieta Gorge! 	Cari tetua desa di Vieta Gorge!
QUEST_LV_0100_20150923_008067	Moyabruka has appeared!	Moyabruka telah muncul!
