ITEM_20150317_000001	Empty_helmet	없음_helmet	Empty_Helmet
ITEM_20150811_006270	A crystal of power gotten from defeating Corylus.{nl}It is used to make a crystal of light.	코릴러스를 처치하고 얻은 힘의 결정. 빛의 결정을 만드는데 쓰입니다.	Kalahkan Choralrus dan dapatkan crystal of power ini. Ini digunakan untuk membuat crystal of light.
ITEM_20150811_006271	A crystal filled with enough energy to activate the underground enchantment.	지하 결계를 활성화 시킬 수 있는 충전제.	Crystal diisi dengan energi yang cukup untuk mengaktifkan underground enchantment.
ITEM_20150811_006272	A map that shows all of Sirdgela Forest. There are marks interspersed across the map.	시르드겔라 숲 지역을 한 눈에 볼 수 있는 지도. 중간 중간에 표시가 되어 있습니다.	Sebuah peta yang menunjukan semua yang ada di Sirdgela Forest. Terdapat tanda silang disepanajang peta.
ITEM_20150811_006273	Pollen used to exorcise evil spirits.	악한 기운을 내쫓는데 유용한 가시 꽃가루.	Sari duri yang berguna untuk menghilangkan hal jahat.
ITEM_20150811_006274	A latch used to tie down the handle of the cable car's lever.	케이블 카 레버의 손잡이 부분을 단단히 고정시키는 고정쇠.	Sebuah kait digunakan untuk mengikat tuas cable car.
ITEM_20150811_006275	A metal part shaped like a wheel that monsters had stolen. It is clearly a part of the cable car.	몬스터들이 가지고 있던, 톱니 바퀴 보양의 부속품. 케이블 카의 부품임이 틀림 없습니다.	Bagian berbentu roda yang monster miliki. Jelas ini adalah bagian dari cable car.
ITEM_20150811_006276	Sweet tasting Plateau specialty sugar beets. Young animals love them.	단맛이 가득한 고원 특산 사탕무. 어린 짐승들이 좋아합니다.	Plateau yang berasa manis seperti gula. Hewan kecil menyukainya.
ITEM_20150811_006277	Parts acquired from around the broken cable car	파괴된 케이블카 주변에서 습득한 부품.	Part didapat di sekitar cable car yang rusak.
ITEM_20150811_006278	Good medicine for when the atmosphere becomes contaminated and hazy.	탁한 기운에 오염이 될 때 사용하면 효력이 있는 약.	Medicine yang baik untuk polusi karena energi yang tidak jelas.
ITEM_20150811_006279	A Fragaras' resin is an effective exorcising material.	악한 기운을 내쫓는데 유용한 푸른 프라가라스의 진액.	Fragara's Resin merupakan bahan untuk membuang hal jahat.
ITEM_20150811_006280	Ceremonial ropes that the Panto Magician was carrying around	판토 마법사가 지니고 다니는 의식용 밧줄.	Ceremonial ropes yang dibawa keililing oleh Panto Magician
ITEM_20150811_006281	A mane taken from the nape of a defeated Mushcaria	머슈카리아를 처치하고 목덜미에서 얻어낸 갈기.	Rambut kuda dari mengalahkan Mushcaria
ITEM_20150811_006282	A legendary verse used to defeat Gesti. Seems like it's not the right time to use this.	제스티를 물리칠 때 사용할 전설의 성구. 아직은 사용할 때가 아닌 듯 보입니다.	Legend divine sphere untuk mengalahkan Gesti. Bukan sekarang.
ITEM_20150811_006283	A legendary verse used to defeat Gesti. It needs to be recharged before it can be used.	제스티를 물리칠 때 사용할 전설의 성구. 사용 가능한 수준까지 어느정도의 충전이 더 필요합니다.	Legend divine sphere untuk mengalahkan Gesti. Harus diisi untuk menggunakannya.
ITEM_20150811_006284	The legendary lection that will be used for defeating Gesti. You are ready to use it.	제스티를 물리칠 때 사용할 전설의 성구. 사용할 준비가 다 되었습니다.	Legend divine sphere untuk mengalahkan Gesti. Siap untuk digunakan
ITEM_20150811_006285	A catalyst containing a Voodoo Doll. Activates the Voodoo Doll when used.	주술인형을 담은 촉매. 이것을 사용하면 주술인형이 나타납니다.	Jimat berisikan shaman doll. Shamand doll akan diaktifkan ketika penggunaan.
ITEM_20150811_006286	Counterfeit goods passed to you from Kevin. They're not finished.	케빈이 건네 준 위조품. 아직 마무리가 필요합니다.	Tiruan diberikan oleh Kevin. Butuh waktu untuk menyelesaikan.
ITEM_20150811_006287	Lowers the strength of monsters when used on them.	몬스터에게 사용하면 힘을 약화시킬 수 있습니다.	Ketika digunakan pada monster, power monster akan dikurangi.
ITEM_20150811_006288	A piece broken off from the altar on the second floor of the Church.	성당 지상 2층 중앙 제단의 부서진 조각.	Bongkahan dari altar pada second floor of the Chapel.
ITEM_20150811_006289	When used, you become invisible to demons for 10 seconds. The effect disappears if you attack or take damage.	사용하면 10초간 마족들에게 사용자의 모습이 보이지 않습니다. 공격하거나 공격받으면 해당 효과가 사라집니다.	Ketika digunakan, Demon tidak bisa melihat player selama 10 detik. Efek akan hilang ketika kamu attack atau terkena damage.
ITEM_20150811_006290	When used, a Divine Spirit appears and provokes nearby demons.	사용하면 주변 마족을 닮은 성령이 등장하여 마족 몬스터들을 도발합니다.	Ketika digunakan, Divine Spirit muncul dan menghasut Demon di sekitar.
ITEM_20150811_006291	A special key for finding revelations and hidden places.	계시와 숨겨진 장소를 찾을 수 있는 특별한 열쇠.	Kunci untuk menemukan wahyu dan tempat tersembunyi.
ITEM_20150811_006292	It creates an awakening effect if it is mixed with the Thorn Flower Powder Stimulant.	가시 꽃 가루 각성제에 섞이면 강력한 각성 효과를 냅니다.	Membuat efek awakening jika dicampur dengan Thorn Flower Powder Stimulant.
ITEM_20150811_006293	It has a better effect than the Thorn Flower Powder.	가시 꽃가루 각성제보다 강력한 효과를 냅니다.	Memiliki efek yang lebih baik dari Thorn Flower Powder.
ITEM_20150811_006294	It has an awakening effect if mixed with a Merog's spit.	메로그의 침과 섞이면 강력한 각성효과를 냅니다	Memberikan efek awakening jika dicampur dengan Merog's Spit.
ITEM_20150811_006295	The materials that Elementalist Master requested to you in order to prove	엘리멘탈리스트 마스터가 자격을 증명하기 위해 요구한 재료.	Bahan yang diminta Elementalist Master kepadamu  untuk membuktikan.
ITEM_20150811_006296	A vessel to hold water enchanted with spiritual power.	영력이 깃든 담수를 받기 위한 용기.	Botol untuk membawa air segar yang dilapisi kekuatan spiritual
ITEM_20150811_006297	An enemy that dies with this charm attached to it is supposed to be under our control but.. It seems kind of shabby.	부착한 적이 죽으면 우리 편으로 세뇌되어 되살아 난다만.. 뭔가 허술해 보입니다.	Terlihat lemah..bahkan musuh yang dilapisi charm ini akan hidup untuk kembali dalam mind control.
ITEM_20150811_006298	A jar filled with the magic energy that flows through the Royal Mausoleum.	왕릉을 흐르는 마력을 가득 담은 항아리.	Sebuah pot diisi energi sihir yang mengalir melalui Royal Tomb.
ITEM_20150811_006299	Ingredient necessary to redecorate the obelisk. It has a high level of acidity.	오벨리스크에 문자를 다시 새겨넣을 때 필요한 재료. 강한 산성을 띄고 있습니다.	Material yang bisa mengucapkan karakteristik Obelisk. Memiliki level acid yang tinggi.
ITEM_20150811_006300	Paralysis powder that can stun the Black Maize in Vieta Gorge.	비에타 계곡의 검은 마이즈를 기절시킬 수 있는 마비가루.	Paralysis powder yang dapat membuat pingsan Black Maize in Vieta Gorge.
ITEM_20150811_006301	Ingredient necessary for the paint used in painting inscriptions onto the obelisk. It's black in color.	오벨리스크에 문자를 다시 새겨넣을 때 필요한 물감의 재료. 새까맣습니다.	Material yang berguna untuk menandai karakter pada Obelisk. Berwarna hitam.
ITEM_20150811_006302	An ingredient necessary to redecorate the obelisk.{nl}It's very sticky.	오벨리스크에 문자를 다시 새겨넣을 때 필요한 재료. 굉장히 끈적거립니다.	Material yang berguna untuk menandai karakter pada Obelisk. {nl}Terlalu lengket.
ITEM_20150811_006303	A scroll used to mark the divine symbol of a Paladin onto demons	마족 몬스터에게 성스러운 팔라딘의 상징을 새겨넣는 스크롤.	Scroll yang menandai symbol of divine Paladine pada Demon.
ITEM_20150811_006304	The sacred energies of the shrine still infuse them.	신전의 성스러운 기운이 남아있습니다.	Energi suci dari kuil masih merasuki mereka.
ITEM_20150811_006305	The key to release Goddess Saule from the demon's confinement.	사울레 여신이 묶여 있는 마족의 구속구를 해제하기 위한 열쇠.	Kunci untuk melepas ikatan bangsal oleh Goddess Saule
ITEM_20150811_006306	A balm used to repair Goddess Statue. It has an unusual, but gentle, scent.	여신상을 보수할 때 사용하는 향유. 독특하면서도 은은한 향이 특징입니다.	Balsem digunakan untuk memperbaiki Statue of Goddess. Fungsinya tidak biasa dan berbau lembut
ITEM_20150811_006307	A balm used to repair Goddess Statue. It has an unusual, but gentle, scent.	여신상을 보수할 때 사용하는 향유. 독특하면서도 은은한 향이 특징입니.	Balsem digunakan untuk memperbaiki Statue of Goddess. Fungsinya tidak biasa dan berbau lembut
ITEM_20150811_006308	It has a pronounced effect	가죽으로 만든 모든 제품의 광택과 보호에 뛰어난 효과가 있습니다.	Memiliki efek diucapkan.
ITEM_20150811_006309	A permit needed in order for ships to enter the harbor. Readable.	배가 항구에 들어오려면 반드시 필요한 허가서. 읽어볼 수 있습니다.	Izin digunakan agar kapal untuk masuk pelabuhan, untungnya itu dibaca
ITEM_20150811_006310	A necessary map for sailing. It describes the ocean currents and wind directions.	항해를 떠나려면 꼭 필요한 지도. 해류와 바람의 방향이 적혀 있습니다.	Map penting untuk berlayar. Berisikan arus samudera dan arah angin.
ITEM_20150811_006311	What kind of contract is this?	이건 무슨 계약서일까요?	Apa itu Contract?
ITEM_20150811_006312	A body fluid sample extracted from a Moya	모야에게서 갓 뽑아낸 따끈따끈한 체액 샘플.	Fluid yang ditemukan dari Moya
ITEM_20150811_006313	An arrow sample created by the Fletcher Master. It has good balance.	플레쳐 마스터가 만들어 준 화살 견본. 밸런스가 잘 잡혀 있습니다.	Arrow sample dibuat oleh Master Fletcher. Memiliki keseimbangan yang baik.
ITEM_20150811_006314	Wood that the Fletcher Master is looking for. It produces a fine timbre when knocked on.	플레쳐 마스터가 찾는 나무. 두들기면 맑은 소리가 들립니다.	Pohon yang Master Fletcher cari. Memiliki suara yang indah ketika bersentuhan.
ITEM_20150811_006315	A fishing rod made from a Fisherman's prized wood, from which you can hear a whistling sound. Check it out by breaking it open.	피셔맨이 애지중지하는 나무로 만든 낚시대. 이 중에 맑은 소리가 나는 나무가 있습니다. 두들겨서 확인해 보세요.	Sebuah pancing yang terbuat dari kayu berharga nelayan , dari mana Kamu dapat mendengar suara siulan . Periksalah dengan terbuka .
ITEM_20150811_006316	A simple tube that can shoot a neurotoxin dart	신경독을 발사할 수 있는 간이 대롱.	Sebuah tabung sederhana yang dapat menembak panah neurotoxin
ITEM_20150811_006317	A special poison made from a Stoulet's bodily fluids. It only reacts with the neurotoxin dart used with the Simple Tube.	스타울리트의 체내에 있는 특별한 독. 간이 대롱의 신경독에만 반응합니다.	Sebuah racun khusus yang terbuat dari cairan tubuh yang Stoulet ini. Hanya bereaksi dengan panah neurotoxin digunakan dengan tabung sederhana.
ITEM_20150811_006318	An easy tactic made for beginner Centurions, it is nonetheless difficult to remember without practice.	센츄리온 입문자를 위해 아주 쉽게 쓰여진 병법서, 숙련되지 않은 사람은 이해하기 힘듭니다	Taktik mudah untuk beginner of Centurions. Cukup sulit dihapal bagi yang belum berpengalaman.
ITEM_20150811_006319	A flare mainly used by Scouts. Used to find hidden monsters.	스카우트들이 즐겨 사용하는 섬광탄. 숨어있는 몬스터를 찾는 데 쓰인다고 합니다.	Flare yang biasa digunakan oleh Scout. Digunakan untuk mencari monster yang bersembunyi.
ITEM_20150811_006320	A rubbing of Lydia Schaffen requested by the Quarrel Shooter Master for testing.	쿼렐슈터 마스터가 시험의 일환으로 부탁한 리디야 샤펜의 탁본.	Rubbing Lydia Schaffen yang diminta oleh Master Quarrel Shooter untuk tes.
ITEM_20150811_006321	A jewel suffering from a very powerful curse. It seems to be continuously calling to someone.	매우 강력한 저주에 걸려 있는 보석. 누군가를 계속 부르는 듯 합니다.	Jewel yang dikuasai oleh kutukan yang sangat kuat. Jewel ini seperti memanggil-manggil seseorang.
ITEM_20150811_006322	Jar of fire obtained from Mothstems. Mothstems treasure them.	모스템으로부터 획득한 불항아리. 모스템이 애지중지 한다고 합니다.	Jar of fire didapatkan dari Mostems. Mostems mengumpulkannya.
ITEM_20150811_006323	Blue Fisherman Bones. It too small to hold.	푸른 피셔맨의 뼈. 작아서 잘 집히지 않습니다.	Blue Fisherman Bone.Terlalu kecil untuk dipegang.
ITEM_20150811_006324	Feels terrible	굉장히 기분 나쁩니다.	Aku merasa tidak enak.
ITEM_20150811_006325	The beak of a Harpeia. It is very sharp.	하르피아의 부리. 굉장히 날카롭습니다.	Beak Of Harpeia. Sangat tajam.
ITEM_20150811_006326	When you're in a pinch, it helps you easily foil your foes. Pow!	위기상황에서 적들을 따돌리는데 용이합니다. 펑!	Saat kamu dalam keadaan darurat, hal ini membantu kamu dengan mudah menggagalkan musuh kamu. Pow!
ITEM_20150811_006327	A rope with a noose attached to it. Used for throwing and tying up enemies.	올가미가 달린 포승줄. 적에게 던져 옭아매는데 쓰입니다.	Tali dengan simpul. Digunakan untuk melempar atau mengikat musuh.
