QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.
QUEST_UNUSED_20151116_001551	You've passed all previous assignements and your growth rate is also amazing.{nl}You won't have any problem enetering the last stage of Bokor!	지난 과제들도 무난히 통과한데다 성장속도도 무시못할 수준이군요.{nl}당신이라면 보코르의 마지막 단계에 들어서도 괜찮을 것 같아요!	PR yang ada sebelumnya pun walau dapat dilewati dengan mudah, merupakan sesuatu yang tidak dapat diabaikan begitu saja karena kecepatan pertumbuhannya.{nl} Sepertinya kamu bisa memasuki tahap terakhir dari Bokor!
QUEST_UNUSED_20151116_001552	No no. You shouldn't be satisfied too soon.{nl}Now, it is your turn to utilize the skills you've learned so far.{nl}Defeat the monsters at Apsimesti Crossroads.	아니아니, 너무 미리부터 좋아하진 마세요.{nl}이제는 그간 배운 기술을 응용해 보는 시험을 치룰 차례랍니다.{nl}압시메스티 교차로에서 몬스터들을 처치해 보세요.	Bukan bukan, Janganlah menyukainya terlalu awal.{nl} Sekarang adalah persiapan melakukan ujian dengan mencoba menggunakan skill yang dipelajarin selama ini.{nl} Periglah ke Apsimesti Crossroad dan bunuhlah para monster disana.
QUEST_UNUSED_20151116_001553	The skills which you've learned will be used effectively in the battles.{nl}It wouldn't be that dangerous in Apsimesti Crossroads.	배우신 기술들은 전투에 매우 유용하게 쓰이곤 하죠.{nl}압시메스티 교차로라면 크게 위험하진 않을 거에요.	Skill-skill yang dipelajari dapat digunakan dengan sangat baik pada pertempuran.{nl} Apsimesti Crossroad tidaklah terlalu berbahaya.
QUEST_UNUSED_20151116_001554	Well done!{nl}Now your journey as a Bokor has really started.	수고하셨어요!{nl}이제 보코르로서의 진짜 여정이 시작되었군요.	Terima kasih banyak!{nl} Sekarang perjalanan sebagai Bokor sungguh telah dimulai.
QUEST_UNUSED_20151116_001555	I received a letter from Tesla!{nl}From what he wrote he seems to expect great things from you.{nl}Let's see if you've improved enough to live up to his expectations.	간신히 테슬라님과 연락이 닿았어요!{nl}당신에 대해서 편지에 적었더니 기대되는 인재라고 하시더군요.{nl}지금 당신의 실력은 그 기대에 걸맞게 성장했을지 시험해보죠.	Kami berhasil membuat kontak dengan tuan Tesla!{nl} Katanya kamu adalah orang yang diharapkan, karena kami menuliskan tentang kamu pada surat itu.{nl} Sekarang kekuatan kamu akan diuji apakah sudah berkembang dengan baik atau belum.
QUEST_UNUSED_20151116_001556	By completing the request that was sent to us, I will treat that as your advancement test.{nl}The request is to repair the statue of the goddesses, but we need the materials for the perfumed oil that will be used for the repair.{nl}Please gather the lumps of oil from Ashrongs at Aqueduct region.	그럼 저희에게 들어온 청원을 수행하는 것으로 승급시험을 대신하도록 해보죠.{nl}여신상을 보수해 달라는 청원인데 여기에 쓰일 향유의 재료가 필요하답니다.{nl}수로교 지역에서 아슈롱의 기름덩어리를 모아다 주세요.	Kalau begitu, tolong lakukan petisi yang kami terima sebagai ganti dari ujian kenaikan tingkat.{nl} ini adalah petisi meminta perbaikan patung Goddess, dan membutuhkan material Balm yang dipakai disini.{nl} Pergilah ke Aqueduct Bridge Area dan kumpulkan Ashurong Fat Lump.
QUEST_UNUSED_20151116_001557	When you gather the lumps of oil from Ashrongs, I will refine it and make it into the perfumed oil.	아슈롱의 기름덩어리를 모아다 주시면 제가 정제하여 향유로 만들거에요.	Jika akan mengumpulkan Ashurong Fat Lump, maka akan kusaring dan buatkan Balm.
QUEST_UNUSED_20151116_001558	We've completed the preparation stage.{nl}If you wait a bit, I will make you perfumed oil.	일단 준비단계는 마쳤네요.{nl}잠시만 기다리시면 제가 향유를 만들어드릴게요.	Pertama-tama tahap persiapan telah selesai ya.{nl} Jika menunggu sebentar maka akan kubuatkan Balm.
QUEST_UNUSED_20151116_001559	The perfumed oil has been completed.{nl}With this perfumed oil, please repair Vakarine Statue at Orsha and Fedimian.	향유가 다 만들어졌어요.{nl}이제 이 향유를 가지고 오르샤와 페디미안에 있는 바카리네 여신상을 보수해주세요.	Balm telah selesai dibuat.{nl} Sekarang bawalah Balm ini, dan perbaikilah patung Goddess Vakarine yang ada di Fedimian dan Orsha.
QUEST_UNUSED_20151116_001560	The cities may be far from each other but there's always a fast way.{nl}Good luck.	두 도시 간 거리가 멀긴 하지만 언제나 빠른 방법은 있는 법이랍니다.{nl}수고해 주세요.	Walau jarak kedua kota jauh, tetapi selalu ada cara untuk itu.{nl} Selamat berusaha.
QUEST_UNUSED_20151116_001561	I think the citizens at the two cities will have hope by just looking at the clean statues.	깨끗한 여신상을 보는 것만으로도 두 도시 시민들에게 희망이 샘솟지 않을까요?	Melihat patung Goddess yang bersih, sepertinya apakah ada harapan bagi para penduduk kedua kota?
QUEST_UNUSED_20151116_001562	You've come back from a long way. Tesla would compliment for sure.{nl}You would become great from now on.{nl}I guess I have a rival now.	먼 길 다녀오느라 고생하셨어요. 테슬라님도 분명 칭찬하실거에요.{nl}당신은 앞으로도 굉장해지실 것 같아요.{nl}이거, 딥디르비로서 라이벌이 생겼는걸요?	Sudah merepotkan karena pergi sampai ke tempat jauh. Tuan Tesla pasti akan memuji anda.{nl} Kamu pun kedepannya akan menjadi lebih baik.{nl} Ini, mungkin serasa muncul rival sebagai Dievdirbys?
QUEST_UNUSED_20151116_001563	You've come at the right time.{nl}I've heard that the number of Red Triamublos has increased a lot at Apsimesti Crossroads and they are threatening the villagers.{nl}If you want to step forward as a true Sadhu, please share your abilities.	마침 잘 오셨습니다.{nl}압시메스티 교차로의 붉은 트리암불로가 크게 불어나 주민들을 위협하고 있다고 합니다.{nl}당신이 진정한 사두로서 한 걸음 더 내딛고 싶다면 당신의 능력을 베푸십시오.	Kau datang dengan selamat ya.{nl} Red Triambulo sedang mengamuk di Aptimesti Crossroad dan mengancam para penduduk desa.{nl} Kamu sebagai Shadu yang sebenarnya, jika ingin melangkah lebih jauh, maka perlihatkanlah kemampuan kamu .
QUEST_UNUSED_20151116_001564	For the next test, face against stronger monsters.{nl}Are you ready?	다음 시험은 보다 강한 몬스터들을 상대해보죠.{nl}준비는 되셨습니까?	Ujian selanjutnya adalah menghadapi monster yang kuat.{nl} Apakah persiapan sudah selesai?
QUEST_UNUSED_20151116_001565	Thake this relic and go to Starving Demon's Way.{nl}Activate it at the Abandoned Altar in Hyth Cliff and the monsters will appear.{nl}I assume you know what to do next?	이 오래된 성물을 가지고 큰아귀 길로 가세요.{nl}히스 절벽에 있는 버려진 제단에 성물을 반응시키면 몬스터들이 나올 겁니다.{nl}그 다음은 말씀드리지 않아도 아시겠지요?	Bawalah relic tua ini, dan pergilah ke Starving Demon's Way.{nl} jika membuat relic di Abandoned altar yang ada di Hyth Cliff bereaksi, maka para monster akan muncul.{nl} Selanjutnya kamu tahu harus berbuat apa kan?
QUEST_UNUSED_20151116_001566	The Abandoned Altar is by Hith Cliff in Starving Demon's Way.	버려진 제단은 큰아귀 길의 히스 절벽에 있습니다.	Abandoned Altar ada di Hyth Cliff pada Starving Demon's Way.
QUEST_UNUSED_20151116_001567	Good job. You're one step closer to the next level.{nl}I would be glad to introduce your talent to my uncle; he's busy working as a Master.	수고하셨어요. 보다 높은 경지로 또 한 발을 내딛으셨군요.{nl}마스터로써 중요한 일로 바쁘신 저희 삼촌께도 보여드렸으면 싶은 실력이시네요.	Sudah merepotkan ya. Kamu telah melangkah satu tingkat lebih tinggi rupanya.{nl} Kemampuan kamu ingin saya perlihatkan kepada pamanku yang sibuk karena urusan penting sebagai Master.
QUEST_UNUSED_20151116_001568	At last, you're a true Rodelero now.{nl}But do you have what it takes to be a leader?{nl}Why don't you give it a try on the Colimencias at the Greene Manor?	드디어 자네도 한 명의 어엿한 로델레로군.{nl}하지만 자네가 과연 남들을 이끌만한 능력이 있는가?{nl}그린가의 장원에 있는 콜리멘시아로 시험해보지.	Akhirnya kau pun adalah salah satu dari Redelero yang terhormat.{nl} Tetapi apakah kamu sungguh memiliki kemampuan untuk mengarahkan orang lain?{nl} Cobalah ujian Colimencia yang ada di Greene Manor.
QUEST_UNUSED_20151116_001569	You're going to feel overwhelmed.{nl}But you need to know your weaknesses before you can reach the next Rodelero level.	분명 버거움을 느낄 거야.{nl}하지만 자신의 부족함을 알아야 더 높은 경지의 로델레로가 될 수 있는 것이지.	Pastinya akan merasakan sesuatu yang sungguh tak tertandingi.{nl}Tetapi harus mengetahui kekurangan diri sendiri, agar dapat menjadi Redelero dengan tingkatan lebih tinggi.
QUEST_UNUSED_20151116_001570	What was it like fighting such a strong opponent? Do you feel fit for a Rodelero?{nl}You're already a true Rodelero if you ask me.{nl}Keep up the good work.{nl}	강적과 싸워보니 어떻던가? 스스로 로델레로에 걸맞다고 생각하는가?{nl}자네가 어떻게 생각하든 내가 보기에 자네는 이미 어엿한 로델레로일세.{nl}앞으로 함께 정진해 나가세.{nl}	Bagaimana setelah mencoba melawan musuh yang kuat? Apakah kamu merasa cocok sebagai Rodelero?{nl} Apapun yang kau pikirkan, menurutku kau telah menjadi Rodelero yang terhormat.{nl} Mari mengabdilah bersama ke depannya.{nl}
QUEST_UNUSED_20151116_001571	To become the best Cataphract you need a worthy opponent.{nl}The Gaigalas in Tenants' Farm and known for being the fiercest and most savage.{nl}Go there and defeat some.	최강의 캐터프랙트를 꿈꾼다면 그에 걸맞는 상대를 꺾어봐야지.{nl}테넌츠 농장의 가이갈라스의 흉폭함은 널리 알려져 있다네. 피해자도 헤아릴 수 없다던가?{nl}냉큼 가서 녀석을 해치우고 오게.	Jika bermimpi menjadi Cataphract yang terkuat, maka harus coba menghadapi lawan yang tepat.{nl} Terdapat kabar bahwa Gaigalas yang buas mengamuk di Tenants Farm. Jumlah korban pun tidak terhitung?{nl} Segera pergi dan habisi ia.
QUEST_UNUSED_20151116_001572	What you did was very impressive.{nl}As a Sadhu Master I look forward to your progress.	정말 훌륭한 일을 해 주셨습니다.{nl}사두 마스터로서 당신의 성장을 기대하겠습니다.	Kamu sungguh telah melakukan hal yang luar biasa ya.{nl} Saya mengharapkan perkembangan kamu sebagai Shadu Master.
QUEST_UNUSED_20151116_001573	You've improved quite a bit.{nl}It's time for you to be tested for the final stage.{nl}We need a way to prove your skills.	그 사이 실력이 또 일취월장하셨군요.{nl}아무래도 마지막 단계로 나아가기 위한 시험을 치르셔야겠어요.{nl}그 실력을 증명할 방법이 필요하겠군요.	Selama itu kemampuanmu telah berkembang perlahan rupanya.{nl} Bagaimanapun untuk mencapai tahapan terakhir, kamu harus menjalani ujian.{nl} Butuh cara untuk membuktikan kemampuan itu.
QUEST_UNUSED_20151116_001574	And I think I know just the one.{nl}They say the Gaigalas in Tenants' Farm are some of the most unruly.{nl}Go there and defeat some to make sure they don't harm anyone else.	마침 적당한 상대를 알고 있지요.{nl}테넌츠 농장에서 가이갈라스라는 몬스터가 날뛰는 모양이에요.{nl}녀석이 더 이상 사람들을 해치지 못하도록 처리해 주세요.	Akhirnya mengetahui lawan yang layak ya.{nl} Monster yang bernama Gaigalas sedang berkeliaran di Tenants Farm.{nl} Tolong habisi dia, agar ia tidak mengganggu orang-orang lebih jauh lagi.
QUEST_UNUSED_20151116_001575	I can see how great you are.{nl}But, in order to advance, we need more clear verification.	보여주신 행적만으로도 그 실력은 짐작이 가네요.{nl}하지만 승급을 위해서는 보다 명확한 확인이 필요해서요.	Dengan hasil yang diperlihatkan saja, dapat diketahui bahwa kemampuan kamu luar biasa ya.{nl} Tetapi untuk naik tingkat, membutuhkan pengecekan yang lebih detil lagi.
QUEST_UNUSED_20151116_001576	I wondered if it wasn't too dangerous, but it seems I underestimated you.{nl}You're very impressive.{nl}I don't think anyone would doubt you're fit to become a high-level Paladin.	솔직히 좀 위험하지 않을까 싶었는데 제가 당신의 실력을 오판한 모양이군요.{nl}대단하세요.{nl}누구든지 당신이라면 높은 경지의 팔라딘이 될 수 있는 자격이 있음을 인정할 겁니다.	Sebenarnya kupikir apakah ini tidak berbahaya ya, tapi ternyata saya salah memperhitungkan kemampuan kamu rupanya.{nl}Luar biasa.{nl} Siapapun pasti akan mengakui bahwa kamu memiliki kriteria untuk menjadi paladin dengan tingkatan tinggi.
QUEST_UNUSED_20151116_001577	Stop.	끝	Selesai
QUEST_UNUSED_20151116_001578	Start!	진행!	Laksanakan!
QUEST_UNUSED_20151116_001579	Start!	진행?	Laksanakan?
QUEST_UNUSED_20151116_001580	Stop?	끝?	Selesai?
QUEST_UNUSED_20151116_001581	I am looking for the whereabouts of Goddess Zemyna.{nl}Everyone knows that the goddess has disappeared.{nl}	전 제미나 여신의 행방을 찾고 있어요.{nl}여신께서 행방불명되셨다는 건 누구나 다 아는 이야기지요.{nl}	Saya sedang mencari jejak keberadaan Goddess Zemyna.{nl} Cerita tentan Goddess yang menghilang diketahui oleh siapapun juga.{nl}
QUEST_UNUSED_20151116_001582	I thought we might find Goddess Zemyna here but all I see are the dead...{nl}I've never seen anything like this. We need to find Zemyna.	여기라면 제미나 여신의 행방을 찾을 수 있을까 했는데 망자들만 가득하다니..{nl}이런 건 처음 봐요. 어서 제미나님을 찾아야 할 텐데요.	Disini, kukira sepertinya dapat mencari jejak dari Goddess Zemyna, tetapi hanya dipenuhi oleh mereka yang telah mati..{nl} Ini pertama kalinya melihat hal itu. Harus bergegas mencari Goddess Zemyna.
QUEST_UNUSED_20151116_001583	So we can't get near the relic...{nl}I understand keeping monsters and demons away, but why it's protected against people I don't know.	가까이 가지도 못하게 막아 놓은 성물이라..{nl}몬스터나 마족은 이해한다 쳐도, 사람까지 막아놓는 건 이해가 안되네요.	Relic yang ditaruh untuk menghalangi agar tidak dapat datang mendekat..{nl} Walaupun mengerti tentang monster atau demon pun, tidak mengerti mengapa sampai menghalangi manusia ya.
